STYLE	QUALITY	YEAR_BUILT	GLA	BSMT	Open Porch/deck/Roof Only	COV Porch&Deck	Enclosed	Foundation	Garage	Carport
9724	3	1981	1188	0	164	NULL	NULL	1512	NULL	NULL
9724	4.5	1997	1988	0	NULL	NULL	NULL	1559	648	NULL
9724	3	1982	1152	0	NULL	NULL	NULL	1507	NULL	NULL
9724	4	1979	1344	1	NULL	NULL	NULL	NULL	NULL	NULL
9724	4	1998	1492	0	48	NULL	NULL	1559	NULL	NULL
9724	3.5	1995	1120	0	16	252	NULL	1510	NULL	NULL
9724	3.5	1997	2007	0	23	394	NULL	1559	NULL	NULL
9724	3.5	1996	1288	0	NULL	128	48	1513	NULL	NULL
9724	4.5	2005	1716	0	NULL	864	NULL	1559	400	NULL
9724	4	2006	2280	0	700	NULL	NULL	1559	NULL	NULL
9724	3.5	1983	1872	0	692	NULL	NULL	1559	NULL	NULL
9724	3.5	1980	1440	0	NULL	168	192	1560	NULL	2004
9724	4	2007	2562	0	420	78	NULL	1559	NULL	NULL
9724	4	1998	1027	0	NULL	487	NULL	1559	NULL	NULL
9724	2	1973	1344	0	120	35	NULL	1512	NULL	NULL
9724	4	1997	960	0	50	NULL	NULL	1559	NULL	NULL
9724	4	2000	1739	0	683	NULL	NULL	1559	NULL	NULL
9724	4	1998	1918	0	342	98	NULL	1559	NULL	NULL
9724	4	1999	2052	0	36	NULL	NULL	1560	NULL	NULL
9612	2.5	1979	980	0	NULL	364	NULL	1510	NULL	NULL
9724	4	2003	1782	0	300	594	NULL	1559	NULL	NULL
9724	4	1997	1344	0	NULL	140	NULL	1559	NULL	NULL
9728	3	1986	1620	0	NULL	1440	NULL	1510	NULL	NULL
9724	2.5	1972	1440	0	840	NULL	NULL	1559	NULL	NULL
9724	3	1981	1120	0	NULL	64	NULL	1507	NULL	2005
9724	3	1957	1335	1	NULL	550	NULL	NULL	NULL	2004
9612	3	1983	952	0	NULL	NULL	NULL	1559	NULL	NULL
9612	3.5	1998	1176	0	NULL	NULL	112	1559	NULL	NULL
9612	1	1976	576	0	NULL	NULL	65	1507	NULL	NULL
9612	3.5	2001	1350	0	48	NULL	NULL	1559	NULL	NULL
9724	3.5	1993	2041	0	NULL	715	NULL	1560	NULL	NULL
9612	1	1976	1680	0	NULL	580	144	1510	NULL	NULL
9724	4	1998	1960	0	360	NULL	NULL	1559	NULL	NULL
9724	3.5	1986	1056	0	168	NULL	NULL	1513	NULL	NULL
9612	1	1972	980	0	1960	NULL	NULL	1507	NULL	NULL
9612	1	1971	896	0	NULL	NULL	NULL	1507	NULL	NULL
9612	1	1972	770	0	NULL	NULL	NULL	1513	NULL	NULL
9612	1	1972	448	0	NULL	NULL	NULL	NULL	NULL	NULL
9836	4.5	2002	2093	0	180	NULL	NULL	1559	NULL	NULL
9724	3.5	1985	1904	0	2304	144	64	1560	NULL	NULL
9724	3	1972	1200	0	NULL	192	84	1559	NULL	2004
9724	3	1972	1368	0	NULL	NULL	NULL	1559	NULL	2004
9724	3.5	1987	1257	0	NULL	571	NULL	1560	NULL	2004
9612	2	1974	1040	0	NULL	NULL	60	1507	NULL	NULL
9612	2.5	1979	840	0	NULL	60	240	NULL	NULL	2004
9724	3.5	1997	1848	0	540	NULL	NULL	1507	NULL	NULL
9612	1	1973	924	0	64	400	NULL	1507	NULL	2004
9612	3.5	2000	728	0	NULL	60	NULL	1560	NULL	NULL
9724	3.5	1992	1848	0	16	192	NULL	1560	NULL	NULL
9724	2.5	1975	1536	0	NULL	NULL	NULL	1513	NULL	NULL
9724	2	1970	1460	0	NULL	164	644	NULL	NULL	NULL
9612	3	1993	980	0	NULL	NULL	NULL	1560	NULL	NULL
9724	4.5	2008	1144	0	120	208	NULL	1559	NULL	NULL
9724	4	1996	1456	0	510	NULL	NULL	1560	NULL	NULL
9612	1	1972	957	0	1371	NULL	NULL	1510	NULL	NULL
9612	1	1973	1008	0	NULL	NULL	NULL	NULL	NULL	NULL
9612	2	1976	980	0	NULL	240	NULL	1507	NULL	NULL
9724	4	1999	1362	0	576	NULL	NULL	1559	NULL	NULL
9612	1	1966	1064	0	1221	359	NULL	1507	NULL	NULL
9612	1	1972	784	0	135	NULL	NULL	1510	NULL	NULL
9612	3	1983	2112	0	1220	512	120	1510	NULL	NULL
9612	2	1961	900	0	NULL	240	NULL	1508	NULL	2004
9612	1	1974	924	0	160	NULL	NULL	1510	NULL	NULL
9612	1	1974	924	0	NULL	112	NULL	1507	NULL	NULL
9612	1	1970	576	0	200	NULL	NULL	1507	NULL	2004
9612	1	1958	480	0	NULL	NULL	NULL	1507	NULL	NULL
9612	1	1970	500	0	NULL	315	NULL	NULL	NULL	2004
9724	4	2003	1560	0	60	NULL	NULL	1559	NULL	NULL
9612	1	1972	672	0	NULL	88	NULL	1507	NULL	NULL
9724	4	1995	1456	0	NULL	196	64	1513	NULL	2006
9612	2.5	1981	980	0	24	NULL	NULL	1510	NULL	NULL
9612	3	1984	980	0	420	288	NULL	1513	NULL	NULL
9724	4	2012	1707	0	340	NULL	NULL	1559	NULL	NULL
9724	3	1977	1496	0	120	NULL	NULL	1510	NULL	NULL
9724	3.5	1977	1440	0	NULL	288	NULL	1559	NULL	NULL
9612	1	1972	720	0	32	250	NULL	1507	NULL	NULL
9724	3	1985	1008	0	48	432	NULL	NULL	NULL	NULL
9612	1	1975	1080	0	NULL	NULL	32	NULL	NULL	NULL
9612	1	1966	550	0	NULL	NULL	NULL	1507	NULL	NULL
9612	1	1959	450	0	NULL	NULL	NULL	1507	NULL	NULL
9724	4	2009	1371	0	64	NULL	NULL	1559	NULL	2004
9836	4.5	2005	2283	0	24	160	NULL	1559	NULL	NULL
9612	2.5	1965	1052	0	336	100	NULL	1559	NULL	2004
9724	3	1960	1119	0	NULL	110	NULL	1559	316	NULL
9724	2	1974	1248	0	112	NULL	NULL	1507	NULL	NULL
9612	3	1994	896	0	24	NULL	NULL	1560	NULL	NULL
9612	1	1974	480	0	NULL	NULL	NULL	NULL	NULL	2004
9724	4	2009	1150	0	711	NULL	NULL	1559	NULL	NULL
9724	4	2000	1876	0	384	NULL	280	1559	NULL	2005
9724	3.5	1994	1795	0	516	184	189	1559	NULL	NULL
9612	2.5	1981	980	0	160	NULL	NULL	1508	NULL	NULL
9612	2	1970	1243	0	818	NULL	188	1508	NULL	2005
9612	1	1971	430	0	35	NULL	NULL	1507	NULL	NULL
9724	4	2013	1448	0	140	78	NULL	1559	NULL	NULL
9612	3	1991	2022	0	590	356	NULL	NULL	NULL	NULL
9612	1	1972	904	0	391	NULL	NULL	NULL	NULL	NULL
9724	4	1980	1764	1	NULL	145	392	1559	NULL	2004
9732	4.5	2008	2280	0	NULL	NULL	NULL	1559	NULL	NULL
9612	1	1972	1680	0	48	NULL	NULL	NULL	NULL	NULL
9612	1	1970	1184	0	NULL	48	NULL	1507	NULL	NULL
9612	1	1975	700	0	50	NULL	NULL	1510	NULL	NULL
9724	4	2007	1600	0	176	NULL	NULL	1559	NULL	NULL
9612	1	1972	720	0	NULL	NULL	NULL	1510	NULL	NULL
9724	2.5	1971	1780	0	572	NULL	NULL	1559	NULL	NULL
9724	4	2000	1234	0	440	NULL	NULL	1559	NULL	NULL
9724	4	2002	1620	0	NULL	96	NULL	1559	NULL	NULL
9724	3.5	1998	1144	0	64	NULL	NULL	1510	NULL	NULL
9724	3.5	1983	1056	0	NULL	78	96	1560	NULL	2004
9724	4	2008	1693	0	NULL	1453	NULL	1559	NULL	NULL
9724	4	1985	1856	0	40	861	NULL	1559	900	NULL
9724	4	1999	2128	0	NULL	NULL	NULL	1559	NULL	NULL
9612	1	1973	910	0	NULL	NULL	24	1510	NULL	NULL
9612	2.5	1985	784	0	NULL	360	NULL	1507	NULL	2004
9612	2.5	1977	910	0	NULL	128	NULL	1507	NULL	NULL
9612	2.5	1977	910	0	NULL	128	NULL	1507	NULL	NULL
9612	3	2000	1232	0	92	NULL	NULL	1507	NULL	NULL
9610	2	1964	882	0	NULL	NULL	NULL	1559	NULL	NULL
9612	1	1972	672	0	NULL	NULL	NULL	NULL	NULL	NULL
9724	4	1998	2066	0	600	765	500	1559	NULL	2004
9612	1	1976	660	0	NULL	NULL	NULL	1507	NULL	NULL
9612	1	1958	430	0	NULL	NULL	NULL	NULL	NULL	NULL
9612	1	1973	728	0	100	NULL	NULL	1507	NULL	NULL
9612	1	1957	440	0	NULL	NULL	NULL	NULL	NULL	2004
9612	1	1960	440	0	NULL	NULL	NULL	NULL	NULL	2004
9612	1	1960	440	0	NULL	NULL	NULL	NULL	NULL	2004
9612	2.5	1980	920	0	NULL	NULL	NULL	1511	NULL	NULL
9612	1	1970	1024	0	200	NULL	256	NULL	NULL	NULL
9724	3	1972	1824	0	NULL	NULL	NULL	1559	NULL	NULL
9612	3.5	1979	1440	0	120	48	NULL	1559	480	NULL
9612	1	1971	494	0	250	NULL	NULL	1512	NULL	NULL
9612	1	1965	320	0	NULL	NULL	NULL	NULL	NULL	NULL
9612	1	1965	384	0	NULL	NULL	192	1507	NULL	NULL
9612	1	1960	192	0	96	NULL	96	1507	NULL	NULL
9612	1	1969	1166	0	116	NULL	NULL	1510	NULL	2004
9612	3.5	1986	952	0	200	NULL	NULL	1559	NULL	NULL
9612	1	1958	420	0	NULL	NULL	NULL	NULL	NULL	2005
9612	2.5	1980	840	0	NULL	NULL	NULL	1508	NULL	NULL
9612	1	1974	738	0	1045	NULL	NULL	NULL	NULL	NULL
9612	3.5	1965	1020	0	610	176	NULL	NULL	NULL	2004
9610	2	1970	570	0	NULL	350	NULL	1510	NULL	2004
9616	3	1978	840	0	NULL	NULL	NULL	1560	NULL	NULL
9612	1	1962	228	0	NULL	192	192	1507	NULL	2004
9612	2.5	1979	924	0	NULL	NULL	NULL	NULL	NULL	2006
9612	2	1974	728	0	NULL	432	NULL	1507	NULL	2006
9612	2	1975	952	0	1	NULL	NULL	1507	NULL	2006
9724	4	2017	2006	0	320	NULL	NULL	1559	NULL	NULL
9728	3.5	1992	1560	0	372	NULL	NULL	1510	NULL	NULL
9612	1	1970	903	0	570	NULL	NULL	1510	NULL	NULL
9612	3	1995	770	0	100	400	NULL	1507	NULL	NULL
9612	2.5	1984	980	0	980	310	NULL	1507	NULL	NULL
9724	4	2003	1200	0	816	NULL	NULL	1559	NULL	NULL
9724	4	2004	1188	0	385	NULL	NULL	1559	NULL	NULL
9612	1	1970	840	0	72	NULL	NULL	1510	NULL	NULL
9612	1	1960	464	0	656	256	NULL	NULL	NULL	NULL
9612	1	1955	672	0	1704	NULL	NULL	1507	NULL	NULL
9724	3.5	1996	984	0	416	NULL	NULL	1510	NULL	NULL
9612	1	1976	576	0	576	722	NULL	1510	NULL	NULL
9724	3.5	1990	1456	0	191	540	NULL	1560	NULL	NULL
9612	1	1970	720	0	72	NULL	NULL	NULL	NULL	NULL
9724	3	1975	1440	0	1692	NULL	NULL	1559	NULL	NULL
9612	2	1975	812	0	411	203	NULL	1510	NULL	NULL
9612	1	1972	720	0	1440	NULL	NULL	NULL	NULL	NULL
9612	1	1970	672	0	1056	NULL	NULL	1507	NULL	NULL
9724	4.5	2001	1352	1	268	364	NULL	1559	NULL	NULL
9612	2.5	1978	840	0	840	NULL	NULL	NULL	NULL	NULL
9612	1	1972	840	0	1028	248	NULL	1514	NULL	2004
9612	1	1972	952	0	160	NULL	200	1507	NULL	NULL
9724	4	1999	1404	0	NULL	424	NULL	1559	NULL	NULL
9612	3.5	2005	360	0	4086	NULL	NULL	1510	NULL	NULL
9724	2.5	1970	1262	0	NULL	124	44	1507	NULL	NULL
9612	1	1975	495	0	NULL	NULL	NULL	NULL	NULL	NULL
9612	2.5	1982	784	0	1205	NULL	NULL	1507	NULL	2004
9724	2.5	1973	1440	0	NULL	NULL	NULL	1508	NULL	NULL
9612	3	1982	644	0	368	NULL	NULL	1560	NULL	NULL
9612	1	1975	784	0	380	160	NULL	NULL	NULL	2004
9612	1	1970	470	0	216	NULL	NULL	NULL	NULL	2004
9612	1	1967	493	0	256	NULL	NULL	NULL	NULL	2004
9612	1	1965	288	0	72	NULL	NULL	NULL	NULL	2004
9612	1	1974	636	0	160	NULL	NULL	1510	NULL	NULL
9612	1	1972	840	0	120	NULL	NULL	NULL	NULL	NULL
9612	1	1974	980	0	240	NULL	NULL	1513	NULL	NULL
9724	3.5	1984	1036	0	60	110	NULL	1560	NULL	NULL
9724	4.5	1998	1417	0	36	NULL	NULL	1559	662	NULL
9612	1	1970	680	0	296	NULL	NULL	1560	NULL	NULL
9612	1	1960	470	0	NULL	NULL	NULL	NULL	NULL	2004
9612	2	1958	648	0	NULL	120	160	1510	NULL	NULL
9612	3	1977	980	0	NULL	420	384	NULL	NULL	2004
9612	1	1972	910	0	320	NULL	NULL	1510	NULL	2004
9612	1	1972	840	0	NULL	200	NULL	1510	NULL	2004
9612	1	1970	700	0	NULL	216	NULL	NULL	NULL	2004
9612	1	1975	500	0	393	NULL	NULL	NULL	NULL	NULL
9612	2.5	1980	576	0	NULL	NULL	NULL	NULL	NULL	NULL
9724	2.5	1974	1152	0	505	NULL	NULL	1559	NULL	NULL
9612	2	1973	832	0	NULL	80	NULL	1510	NULL	2004
9612	1	1975	792	0	NULL	192	NULL	1507	NULL	2005
9612	1	1962	468	0	NULL	90	NULL	1507	NULL	2004
9612	3	1982	980	0	NULL	NULL	NULL	1511	NULL	NULL
9728	4	2001	1762	0	NULL	NULL	NULL	1559	NULL	NULL
9612	3	1979	1148	0	NULL	709	104	1559	NULL	2004
9724	2	1972	858	0	NULL	NULL	31	1508	NULL	NULL
9612	3	1993	896	0	820	NULL	NULL	1507	NULL	NULL
9724	2	1972	1488	0	NULL	339	NULL	1560	NULL	NULL
9612	1	1966	550	0	336	NULL	NULL	1507	NULL	NULL
9724	2	1973	1164	0	252	151	NULL	1512	NULL	2005
9612	1	1974	868	0	NULL	NULL	NULL	1510	NULL	2004
9614	3	1982	952	0	NULL	NULL	NULL	1560	NULL	NULL
9724	4	2006	1680	0	480	NULL	NULL	1559	NULL	NULL
9724	2	1972	640	0	504	NULL	NULL	1508	NULL	2004
9612	1	1972	952	0	NULL	NULL	NULL	NULL	NULL	NULL
9612	2.5	1985	980	0	NULL	NULL	NULL	1510	NULL	NULL
9612	1	1972	672	0	224	NULL	NULL	1507	NULL	2004
9728	3.5	1972	1596	0	NULL	NULL	NULL	1559	NULL	NULL
9724	2	1975	1052	0	336	64	NULL	NULL	NULL	NULL
9728	4	2001	2128	0	288	160	NULL	1559	NULL	NULL
9612	1	1965	677	0	132	NULL	NULL	1508	NULL	NULL
9612	1	1971	768	0	NULL	96	NULL	1507	NULL	NULL
9612	1	1962	352	0	NULL	NULL	NULL	1508	NULL	2004
9612	1	1971	924	0	NULL	NULL	NULL	1510	NULL	NULL
9724	3.5	1990	1152	0	NULL	NULL	NULL	1510	NULL	NULL
9612	3.5	2012	1560	1	NULL	256	NULL	1507	NULL	NULL
9724	4	1997	1888	0	420	432	NULL	1559	NULL	NULL
9724	4	2007	1200	0	578	NULL	NULL	1559	NULL	NULL
9612	1	1972	700	0	NULL	NULL	NULL	NULL	NULL	NULL
9732	4.5	2006	2356	0	NULL	720	NULL	1559	NULL	NULL
9724	4	1998	2128	0	88	NULL	NULL	1559	NULL	NULL
9724	4	1994	1344	0	164	NULL	NULL	1559	NULL	NULL
9732	4.5	2003	2356	0	NULL	NULL	NULL	1559	NULL	NULL
9836	4.5	2009	2817	0	340	NULL	NULL	1559	NULL	NULL
9614	3.5	1999	1182	0	218	NULL	NULL	1507	NULL	NULL
9728	3.5	1983	1456	0	480	216	NULL	1507	600	NULL
9724	3.5	1981	1440	0	24	NULL	NULL	1507	NULL	NULL
9612	1	1967	720	0	NULL	280	NULL	1507	NULL	2005
9728	4	1993	1848	0	NULL	NULL	NULL	1559	NULL	NULL
9728	4	1996	1176	0	NULL	264	NULL	1559	NULL	NULL
9612	3	1981	1120	0	NULL	NULL	NULL	NULL	NULL	NULL
9612	2.5	1980	980	0	NULL	NULL	NULL	NULL	NULL	NULL
9612	1	1972	1082	0	NULL	156	NULL	NULL	NULL	2004
9724	4.5	1996	1792	0	1604	NULL	NULL	1559	960	2005
9724	4	2000	1344	0	NULL	NULL	NULL	1560	NULL	NULL
9612	2	1972	896	0	NULL	NULL	NULL	1560	NULL	NULL
9612	1	1960	550	0	NULL	NULL	NULL	1510	NULL	NULL
9724	4	1998	1469	0	NULL	NULL	NULL	1560	NULL	NULL
9612	3.5	2009	1141	0	16	400	NULL	1559	NULL	NULL
9612	3	1998	924	0	NULL	NULL	NULL	1510	NULL	NULL
9612	1	1971	480	0	NULL	NULL	NULL	1507	NULL	NULL
9612	1	1970	784	0	1666	NULL	NULL	1507	NULL	NULL
9612	1	1968	540	0	NULL	NULL	NULL	1510	NULL	NULL
9612	1	1967	780	0	NULL	NULL	NULL	1507	NULL	NULL
9612	1	1964	500	0	NULL	NULL	NULL	1510	NULL	NULL
9612	3	1984	924	0	NULL	NULL	NULL	1507	NULL	NULL
9612	1	1968	536	0	NULL	NULL	NULL	1510	NULL	NULL
9612	3	1981	784	0	NULL	NULL	NULL	1507	NULL	NULL
9612	1	1972	672	0	NULL	NULL	NULL	1510	NULL	NULL
9610	1	1970	560	0	NULL	NULL	NULL	1507	NULL	NULL
9612	2	1970	720	0	NULL	NULL	NULL	1507	NULL	2004
9612	1	1968	597	0	1134	NULL	NULL	1507	NULL	NULL
9728	4	2000	1296	0	NULL	NULL	NULL	1559	NULL	NULL
9612	2	1965	440	0	NULL	NULL	NULL	1510	NULL	2004
9612	1	1975	1024	0	NULL	NULL	NULL	1507	NULL	NULL
9612	1	1968	780	0	NULL	NULL	NULL	1510	NULL	2004
9612	1	1972	780	0	NULL	NULL	NULL	1510	NULL	2004
9612	1	1968	552	0	NULL	330	NULL	1510	NULL	2004
9612	3	1980	728	0	195	NULL	NULL	NULL	NULL	2004
9612	1	1972	644	0	NULL	154	NULL	1507	NULL	2005
9614	1	1973	980	0	260	126	NULL	1510	NULL	2004
9612	1	1962	490	0	NULL	NULL	NULL	1507	NULL	2004
9614	1	1974	938	0	64	200	NULL	1507	NULL	NULL
9614	1	1972	980	0	144	NULL	NULL	1510	NULL	NULL
9612	3	1980	840	0	384	NULL	NULL	1507	NULL	NULL
9724	4	2005	1386	0	200	80	NULL	1560	NULL	NULL
9612	2	1962	520	0	195	NULL	NULL	1560	NULL	NULL
9614	2	1972	952	0	NULL	NULL	NULL	1510	NULL	NULL
9724	3.5	1989	1587	0	NULL	NULL	NULL	1559	NULL	NULL
9724	4	1992	1040	0	NULL	NULL	NULL	1560	NULL	NULL
9608	1	1962	320	0	64	NULL	NULL	1507	NULL	2005
9612	3	1965	576	0	NULL	NULL	NULL	1508	NULL	NULL
9614	1	1974	728	0	NULL	NULL	NULL	1510	NULL	NULL
9612	1	1972	696	0	112	NULL	NULL	1507	NULL	NULL
9724	2	1975	1104	0	348	NULL	NULL	1510	NULL	NULL
9612	2.5	1980	1175	0	736	NULL	NULL	1507	NULL	2006
9612	1	1973	600	0	NULL	NULL	NULL	1510	NULL	NULL
9612	1	1970	720	0	NULL	304	NULL	1510	NULL	NULL
9612	1	1973	576	0	NULL	160	NULL	NULL	NULL	NULL
9612	1	1970	1030	0	712	NULL	NULL	1510	NULL	NULL
9612	1	1966	730	0	NULL	174	NULL	1510	NULL	NULL
9612	2	1973	676	0	NULL	288	NULL	1510	NULL	2004
9612	1	1965	460	0	256	NULL	NULL	1510	NULL	NULL
9612	1	1954	320	0	NULL	NULL	NULL	NULL	NULL	NULL
9612	1	1972	520	0	72	154	NULL	NULL	NULL	NULL
9612	1	1966	440	0	NULL	NULL	NULL	NULL	NULL	2004
9612	1	1958	320	0	NULL	NULL	576	NULL	NULL	NULL
9612	1	1975	1280	0	300	NULL	208	1560	NULL	NULL
9612	1	1966	948	0	72	84	NULL	1510	NULL	NULL
9612	1	1970	880	0	460	NULL	NULL	1510	NULL	NULL
9612	1	1971	840	0	80	NULL	NULL	1507	NULL	NULL
9612	2.5	1971	1412	0	NULL	170	NULL	1510	NULL	NULL
9612	3	1988	576	0	NULL	200	NULL	NULL	NULL	NULL
9612	2	1973	1672	0	NULL	84	NULL	1511	NULL	NULL
9612	1	1972	624	0	NULL	NULL	NULL	1510	NULL	NULL
9612	1	1973	1320	0	96	NULL	NULL	1508	NULL	2004
9612	1	1965	300	0	62	132	NULL	1508	NULL	NULL
9612	1	1965	216	0	227	NULL	NULL	NULL	NULL	2004
9612	1	1970	595	0	90	NULL	NULL	1507	NULL	NULL
9612	1	1965	494	0	NULL	NULL	NULL	NULL	NULL	NULL
9612	1	1965	240	0	60	NULL	NULL	1510	NULL	2004
9612	1	1940	192	0	NULL	NULL	96	NULL	NULL	NULL
9612	1	1957	432	0	155	30	NULL	NULL	NULL	NULL
9612	2	1965	672	0	144	176	NULL	NULL	NULL	2004
9612	2	1967	480	0	128	NULL	NULL	NULL	NULL	NULL
9612	3	1981	700	0	NULL	NULL	NULL	1510	NULL	NULL
9612	3	1977	1015	0	181	126	NULL	1510	NULL	2004
9612	1	1970	520	0	520	84	NULL	1510	NULL	2004
9608	2	1975	287	0	NULL	NULL	NULL	NULL	NULL	NULL
9836	4.5	1996	2000	0	432	65	NULL	1559	NULL	2004
9612	1	1975	980	0	NULL	NULL	NULL	1510	NULL	NULL
9612	2.5	1978	728	0	NULL	336	NULL	NULL	NULL	2004
9724	4	1999	1749	0	NULL	528	NULL	1559	NULL	NULL
9724	4	2003	1512	0	1008	153	NULL	1559	NULL	NULL
9612	1	1972	720	0	533	NULL	NULL	NULL	NULL	NULL
9612	3	1995	1036	0	192	96	NULL	NULL	NULL	NULL
9612	1	1957	232	0	224	NULL	NULL	1510	NULL	2004
9612	1	1972	600	0	NULL	200	NULL	1510	NULL	2004
9612	1	1971	552	0	NULL	NULL	NULL	1510	NULL	NULL
9612	1	1950	252	0	NULL	NULL	NULL	1510	NULL	NULL
9612	1	1975	528	0	NULL	288	NULL	NULL	NULL	2004
9612	1	1975	420	0	375	NULL	NULL	1510	NULL	2004
9612	1	1960	733	0	NULL	NULL	336	1510	NULL	NULL
9612	1	1964	470	0	NULL	19	180	NULL	NULL	NULL
9612	1	1967	520	0	692	NULL	NULL	1510	NULL	2004
9612	1	1957	304	0	NULL	370	NULL	1507	NULL	2004
9612	3	1972	1155	0	199	156	95	1559	NULL	2004
9612	1	1975	684	0	78	NULL	NULL	1510	NULL	NULL
9612	2.5	1984	938	0	315	NULL	NULL	1508	NULL	NULL
9612	2	1970	2119	0	NULL	293	NULL	NULL	NULL	NULL
9612	1	1968	570	0	304	NULL	NULL	1507	NULL	NULL
9612	1	1974	910	0	312	NULL	NULL	NULL	NULL	NULL
9612	1	1972	672	0	109	92	NULL	1510	NULL	NULL
9612	1	1972	672	0	NULL	208	NULL	1510	NULL	2005
9612	1	1968	520	0	NULL	NULL	NULL	NULL	NULL	NULL
9612	1	1972	672	0	NULL	312	NULL	1513	NULL	2004
9612	1	1965	500	0	NULL	660	NULL	1510	NULL	2004
9612	1	1972	784	0	NULL	NULL	NULL	NULL	NULL	2004
9612	1	1971	784	0	24	NULL	NULL	1510	NULL	NULL
9724	2.5	1968	1086	0	374	70	NULL	NULL	NULL	2004
9612	2	1975	980	0	16	NULL	48	1508	NULL	NULL
9612	3	1989	460	0	NULL	NULL	NULL	NULL	NULL	NULL
9612	2	1965	530	0	120	50	NULL	NULL	NULL	2004
9724	3.5	1981	1429	0	104	NULL	48	1510	NULL	2005
9836	4.5	2010	2732	0	1520	NULL	NULL	1559	NULL	NULL
9612	2.5	1983	938	0	NULL	NULL	NULL	NULL	NULL	NULL
9724	4	1986	1744	0	360	38	NULL	1559	NULL	NULL
9612	1	1972	816	0	NULL	176	NULL	NULL	NULL	NULL
9724	4	2002	2052	0	32	NULL	NULL	1559	NULL	NULL
9612	2.5	1981	980	0	32	NULL	NULL	1513	NULL	NULL
9724	4	2008	2040	0	1152	NULL	NULL	1559	NULL	NULL
9724	3.5	1986	1680	0	NULL	892	NULL	1510	NULL	NULL
9728	4.5	2008	1540	0	NULL	NULL	NULL	1559	NULL	NULL
9724	4	2008	1664	0	72	NULL	NULL	1559	NULL	NULL
9612	3.5	2008	1216	0	192	NULL	NULL	1507	NULL	NULL
9612	3	1999	924	0	NULL	192	NULL	1507	NULL	NULL
9612	3	1978	2544	0	NULL	2424	NULL	1507	NULL	NULL
9614	3	1981	1176	0	504	NULL	NULL	1560	NULL	NULL
9612	2.5	1978	980	0	NULL	NULL	NULL	1510	NULL	NULL
9612	3	1981	728	0	NULL	NULL	NULL	1510	NULL	NULL
9724	4	2003	1152	0	32	NULL	NULL	1559	NULL	2004
9612	3	1981	1120	0	700	288	552	1510	NULL	2004
9724	3.5	1977	1596	0	20	188	NULL	1507	NULL	2005
9612	2.5	1978	416	0	16	NULL	NULL	NULL	NULL	NULL
9612	3	1990	355	0	16	36	NULL	1507	NULL	NULL
9612	3	1984	980	0	NULL	NULL	NULL	NULL	NULL	NULL
9724	4	1999	2016	0	NULL	72	NULL	1559	NULL	NULL
9724	4	2007	1176	0	NULL	NULL	NULL	1559	NULL	NULL
9724	2.5	1974	1344	0	40	140	NULL	1559	NULL	2004
9724	4	2008	1620	0	48	NULL	NULL	1559	NULL	NULL
9612	1	1974	868	0	250	NULL	NULL	1507	NULL	NULL
9612	3	1986	1344	0	NULL	511	NULL	1560	NULL	NULL
9612	2.5	1979	980	0	NULL	168	144	1560	NULL	NULL
9724	4	2007	2280	0	25	NULL	NULL	1559	NULL	NULL
9724	4	2008	1680	0	48	NULL	NULL	1560	NULL	NULL
9724	4	2009	1188	0	NULL	NULL	NULL	1559	NULL	NULL
9724	4	2008	1782	0	64	NULL	NULL	1559	NULL	NULL
9724	4	1996	1224	0	242	NULL	NULL	1559	NULL	NULL
9612	3	1982	700	0	NULL	NULL	NULL	1513	NULL	NULL
9612	3.5	1988	1228	0	NULL	72	NULL	1559	NULL	NULL
9836	4.5	2008	2800	0	64	NULL	NULL	1559	NULL	NULL
9724	4	1997	1764	0	NULL	128	NULL	1560	NULL	2004
9612	1	1974	868	0	NULL	18	300	1507	NULL	NULL
9612	2	1971	2888	0	NULL	NULL	NULL	1510	476	NULL
9612	1	1974	720	0	NULL	NULL	64	1510	NULL	NULL
9612	3.5	1998	924	0	110	144	NULL	1559	NULL	NULL
9612	2	1970	837	0	16	NULL	NULL	NULL	NULL	2004
9612	1	1975	838	0	NULL	126	NULL	1507	NULL	2004
9612	2.5	1980	576	0	320	NULL	NULL	NULL	NULL	2004
9724	2.5	1974	1708	0	1232	308	NULL	1510	NULL	NULL
9724	2.5	1968	1200	0	232	NULL	NULL	1507	NULL	NULL
9612	1	1976	974	0	200	NULL	NULL	1507	NULL	NULL
9612	3	1983	980	0	96	NULL	120	1513	NULL	NULL
9612	1	1971	684	0	128	NULL	NULL	1507	NULL	NULL
9612	1	1971	460	0	342	NULL	NULL	NULL	NULL	NULL
9612	2	1968	296	0	NULL	NULL	NULL	1507	NULL	NULL
9612	1	1962	440	0	96	NULL	NULL	1511	NULL	2005
9612	2	1971	1288	0	NULL	497	NULL	1510	NULL	2004
9612	1	1959	232	0	NULL	NULL	NULL	1507	NULL	NULL
9612	2	1974	700	0	NULL	300	NULL	1510	NULL	NULL
9724	3.5	1985	1782	0	615	364	160	1560	NULL	NULL
9724	2.5	1973	1056	0	128	NULL	NULL	1560	480	NULL
9724	3.5	1986	1924	0	620	108	NULL	1507	NULL	NULL
9724	3.5	1979	1320	0	36	32	NULL	1508	NULL	NULL
9612	2	1972	1344	0	479	216	NULL	1560	448	NULL
9836	4.5	1998	1881	0	NULL	439	NULL	1559	NULL	NULL
9724	4	2005	1456	0	80	240	NULL	1559	NULL	NULL
