STYLE	QUALITY	YEAR_BUILT	GLA	BSMT	Open Porch/deck/Roof Only	COV Porch&Deck	Enclosed	Foundation	Garage	Carport
9724	4	1996	1960	0	724	NULL	NULL	1559	NULL	NULL
9612	1	1972	840	0	96	140	96	1510	NULL	NULL
9724	4.5	1997	2312	0	112	410	NULL	1559	663	NULL
9724	4	1997	1454	0	NULL	48	NULL	1559	NULL	NULL
9724	4	1997	2125	0	52	NULL	NULL	1559	NULL	NULL
9724	3.5	1998	1829	0	120	48	NULL	1511	NULL	NULL
9612	1	1972	576	0	64	NULL	NULL	1507	NULL	NULL
9724	4	2002	1512	0	160	NULL	NULL	1560	NULL	NULL
9612	2	1974	720	0	NULL	NULL	NULL	NULL	NULL	NULL
9724	4	1997	1620	0	16	30	NULL	1560	NULL	NULL
9724	4	1996	1605	0	280	NULL	NULL	1559	NULL	NULL
9724	4.5	1997	2787	0	1320	160	NULL	1559	1200	NULL
9724	4	2007	1944	0	732	NULL	NULL	1559	NULL	NULL
9728	4	1997	2043	0	140	128	NULL	1559	NULL	NULL
9724	4	1997	2052	0	336	NULL	NULL	1559	NULL	NULL
9612	3.5	2012	812	0	497	NULL	NULL	1513	NULL	NULL
9724	4	1998	1626	0	669	NULL	NULL	1559	NULL	NULL
9724	4	1996	1792	0	215	NULL	NULL	1560	NULL	NULL
9612	2.5	1980	980	0	NULL	56	NULL	1507	NULL	NULL
9724	4	1999	1212	0	NULL	212	NULL	1560	NULL	NULL
9724	3.5	1998	1431	0	NULL	300	NULL	1510	NULL	NULL
9724	4	1998	2011	0	516	NULL	NULL	1559	NULL	NULL
9724	4	1996	1792	0	540	84	NULL	1560	NULL	NULL
9724	3.5	1990	1407	0	NULL	NULL	NULL	NULL	NULL	NULL
9724	4	1997	1568	0	180	NULL	NULL	1559	400	NULL
9612	1	1975	952	0	NULL	NULL	NULL	1510	NULL	NULL
9724	4	1997	1446	0	374	NULL	NULL	1559	NULL	NULL
9724	4	1997	1540	0	NULL	NULL	NULL	1560	NULL	NULL
9724	2.5	1976	1556	0	NULL	920	NULL	1510	NULL	NULL
9724	4	1997	1508	0	258	NULL	NULL	1559	NULL	NULL
9724	4	2000	1269	0	20	NULL	NULL	1559	NULL	NULL
9836	4.5	1999	2907	0	361	NULL	315	1559	600	NULL
9612	1	1972	980	0	NULL	NULL	76	1510	NULL	NULL
9728	4	1998	1960	0	70	200	NULL	1559	NULL	NULL
9612	3.5	1997	1216	0	768	180	NULL	1559	NULL	NULL
9724	3	1972	1554	0	NULL	NULL	NULL	1510	NULL	NULL
9724	4.5	1998	1242	0	134	NULL	NULL	1559	624	NULL
9724	4	1998	1350	0	NULL	160	NULL	1559	NULL	NULL
9724	4	1998	1456	0	348	NULL	NULL	1559	NULL	NULL
9724	4	1995	1511	0	160	NULL	176	1560	NULL	NULL
9724	4	1998	1056	0	NULL	89	NULL	1559	NULL	NULL
9724	4	1998	1782	0	480	NULL	NULL	1559	NULL	NULL
9724	4	1997	1792	0	464	60	NULL	1559	NULL	NULL
9612	2	1970	972	0	NULL	NULL	NULL	1510	NULL	NULL
9724	4	1998	1848	0	208	NULL	NULL	1559	NULL	NULL
9612	2	1972	840	0	32	NULL	NULL	1511	NULL	NULL
9724	4	2001	1404	0	48	NULL	NULL	1559	NULL	NULL
9612	2	1973	910	0	NULL	144	80	1512	NULL	NULL
9724	4	1998	1350	0	1124	NULL	NULL	1559	NULL	NULL
9724	4	1998	1917	0	1014	200	NULL	1559	NULL	NULL
9724	4	1996	2128	0	144	NULL	NULL	1560	NULL	NULL
9724	3.5	1982	1440	0	72	NULL	NULL	1559	NULL	NULL
9612	3	1997	924	0	524	NULL	198	1512	NULL	NULL
9612	3.5	1995	1548	0	NULL	480	NULL	1559	NULL	NULL
9612	2.5	1982	924	0	NULL	NULL	NULL	1508	NULL	NULL
9614	3	1980	1212	0	NULL	NULL	NULL	1560	NULL	NULL
9612	3.5	1997	1280	0	NULL	NULL	NULL	1559	NULL	NULL
9724	4	1998	1296	0	372	65	NULL	1559	755	NULL
9724	4	1998	1215	0	170	NULL	NULL	1559	624	NULL
9724	4.5	1997	2128	0	NULL	NULL	NULL	1559	NULL	NULL
9612	1	1975	924	0	160	NULL	NULL	1560	NULL	NULL
9724	4	1999	3230	0	NULL	544	NULL	1560	936	NULL
9724	4	1999	1560	0	20	128	NULL	1559	NULL	NULL
9724	4	2007	2280	0	89	NULL	NULL	1559	NULL	NULL
9728	4.5	2005	1603	0	96	224	NULL	1559	NULL	NULL
9836	4.5	2003	2190	0	NULL	235	NULL	1559	NULL	NULL
9724	4	1996	1424	0	NULL	88	NULL	1559	NULL	NULL
9612	2.5	1981	1247	0	NULL	120	144	1507	NULL	NULL
9724	4	1999	1408	0	360	992	NULL	1559	NULL	NULL
9724	2.5	1976	1440	0	437	NULL	NULL	1513	NULL	2004
9724	4	2007	1517	0	NULL	214	NULL	1559	NULL	NULL
9724	4	1999	1624	0	NULL	120	NULL	1559	NULL	NULL
9612	3.5	2008	1504	0	360	NULL	NULL	1514	NULL	NULL
9724	2.5	1971	1344	0	NULL	NULL	NULL	NULL	NULL	NULL
9724	4	1999	2052	0	NULL	320	NULL	1559	NULL	NULL
9724	4	1996	1034	0	32	398	NULL	1559	NULL	NULL
9612	2.5	1978	924	0	NULL	64	NULL	1510	NULL	NULL
9728	4	1995	1739	0	223	164	192	1560	NULL	NULL
9612	1	1972	1656	0	NULL	NULL	NULL	1510	NULL	NULL
9728	3.5	1994	1378	0	353	110	53	1507	NULL	NULL
9612	3	1994	924	0	NULL	NULL	160	NULL	NULL	NULL
9724	2.5	1972	1344	0	300	36	NULL	1559	NULL	2005
9724	4	1999	2042	0	25	NULL	NULL	1559	NULL	NULL
9724	4	1994	1296	0	296	NULL	NULL	1559	NULL	NULL
9724	4.5	1999	1912	0	357	197	NULL	1559	887	NULL
9724	4	1998	1662	0	224	NULL	128	1559	NULL	NULL
9724	4	2006	1586	0	234	208	90	1559	NULL	NULL
9728	4.5	1996	1350	0	120	300	NULL	1559	NULL	2004
9724	3	1980	1344	0	NULL	120	NULL	1510	NULL	NULL
9724	4	1999	1960	0	496	NULL	NULL	1559	NULL	NULL
9724	4	1999	1352	0	NULL	160	NULL	1559	NULL	NULL
9724	4.5	1999	2085	0	307	NULL	NULL	1559	1604	NULL
9724	4	1999	2027	0	48	NULL	NULL	1559	NULL	NULL
9724	4	2003	960	0	NULL	224	NULL	1559	NULL	NULL
9724	3.5	1996	1440	0	NULL	245	NULL	1507	NULL	NULL
9612	2.5	1979	846	0	NULL	NULL	NULL	1510	NULL	NULL
9724	4	1998	2001	0	NULL	NULL	NULL	1559	NULL	NULL
9724	4	2000	1809	0	1368	NULL	NULL	1559	NULL	NULL
9724	3.5	1979	2584	0	423	60	NULL	1559	NULL	NULL
9724	4	1996	2204	0	NULL	NULL	NULL	1559	NULL	NULL
9728	4	2000	1890	0	338	NULL	NULL	1559	648	NULL
9612	1	1965	304	0	NULL	256	NULL	1510	NULL	NULL
9724	4	2000	1960	0	48	NULL	NULL	1559	NULL	NULL
9612	3	1983	980	0	16	NULL	NULL	1507	NULL	NULL
9724	4.5	2000	1248	1	2076	192	NULL	NULL	900	NULL
9724	4	1998	1729	0	48	200	NULL	1559	NULL	NULL
9724	4	1995	1848	0	NULL	504	NULL	1560	780	NULL
9724	3.5	2000	1193	0	NULL	472	256	1559	NULL	NULL
9724	4	2002	1796	0	24	444	NULL	1559	NULL	NULL
9724	2	1972	1632	0	NULL	188	NULL	1507	NULL	NULL
9724	4	2001	1809	0	112	360	NULL	1559	NULL	NULL
9724	4.5	2000	2038	0	248	NULL	NULL	1559	900	NULL
9724	4	2001	1926	0	108	540	NULL	1559	NULL	NULL
9724	3.5	1984	1568	0	532	NULL	NULL	1559	NULL	NULL
9724	4	2003	1512	0	112	NULL	NULL	1559	NULL	NULL
9724	4	2009	1867	0	50	NULL	NULL	NULL	NULL	NULL
9724	4	2003	2120	0	NULL	500	NULL	1559	NULL	NULL
9724	3.5	1985	1319	0	NULL	72	NULL	1560	NULL	NULL
9612	1	1975	952	0	NULL	NULL	48	1510	NULL	NULL
9724	4	2000	2052	0	832	NULL	NULL	1559	NULL	NULL
9724	3	1978	1872	0	843	NULL	NULL	1511	NULL	NULL
9724	4	2006	1056	0	NULL	NULL	NULL	1559	NULL	NULL
9724	4	2005	1188	1	NULL	NULL	NULL	NULL	NULL	NULL
9724	4	1986	1440	0	NULL	NULL	NULL	1560	NULL	NULL
9724	2	1972	960	0	NULL	144	NULL	1510	NULL	NULL
9728	4	1995	1926	0	NULL	NULL	NULL	1559	NULL	NULL
9728	4.5	2001	1650	0	NULL	268	NULL	1559	NULL	2006
9724	4	2002	2240	0	NULL	NULL	NULL	1559	NULL	NULL
9728	3.5	2001	1848	0	36	NULL	NULL	1559	NULL	NULL
9836	5	2001	3056	0	NULL	144	NULL	1559	1080	NULL
9724	4	2001	1394	0	16	NULL	NULL	1560	672	NULL
9724	4	2001	2128	0	400	NULL	NULL	1559	NULL	NULL
9836	4.5	2004	1934	0	144	NULL	NULL	1559	NULL	NULL
9724	3.5	1983	1232	0	24	NULL	NULL	1510	NULL	NULL
9724	4	2001	2280	0	16	NULL	NULL	1559	NULL	NULL
9612	2.5	1978	1092	0	42	NULL	344	1507	NULL	2004
9724	4	2004	1916	0	140	64	NULL	1559	NULL	NULL
9724	4	1998	2400	0	NULL	320	NULL	1559	NULL	NULL
9728	4	1982	1152	0	NULL	NULL	NULL	1560	NULL	NULL
9724	4	2008	2280	0	382	NULL	NULL	1559	NULL	NULL
9724	4	2001	1647	0	36	NULL	NULL	1559	NULL	NULL
9724	4	1999	1188	0	40	NULL	NULL	1559	NULL	NULL
9612	3	1999	810	0	NULL	591	NULL	1507	NULL	NULL
9724	4	2002	1568	0	16	NULL	NULL	1559	NULL	NULL
9612	3	1983	1368	0	60	NULL	NULL	1560	NULL	NULL
9836	5	2003	1986	1	NULL	NULL	NULL	NULL	NULL	NULL
9724	4	1998	1620	0	NULL	320	NULL	1559	NULL	NULL
9724	4	2001	2279	0	NULL	352	NULL	1559	NULL	NULL
9724	4	2002	1664	0	207	NULL	NULL	1559	NULL	2004
9724	4	1998	1412	0	32	NULL	NULL	1559	NULL	NULL
9724	4	2002	1316	0	NULL	37	NULL	1559	NULL	NULL
9724	4	2003	2145	0	48	NULL	NULL	1559	NULL	NULL
9724	4	2000	1560	0	NULL	NULL	NULL	1559	NULL	NULL
9724	4.5	2003	2356	0	4576	NULL	NULL	1559	720	NULL
9724	2	1973	1200	0	24	NULL	NULL	1507	NULL	NULL
9724	4	2006	1782	0	16	NULL	NULL	1559	NULL	NULL
9724	4	2002	2104	0	228	NULL	NULL	1559	NULL	NULL
9836	4.5	2002	2086	0	4232	NULL	NULL	1559	NULL	NULL
9724	4	1992	1528	0	NULL	270	NULL	1559	900	NULL
9724	4	2002	2432	0	601	NULL	NULL	1559	NULL	NULL
9836	4.5	2007	2492	0	189	20	NULL	1559	NULL	NULL
9612	2	1954	672	0	NULL	NULL	NULL	1510	NULL	NULL
9612	1	1968	668	0	1320	NULL	NULL	NULL	NULL	NULL
9612	1	1972	720	0	720	NULL	NULL	1507	NULL	NULL
9612	1	1960	420	0	760	NULL	NULL	1507	NULL	NULL
9612	1	1965	480	0	NULL	NULL	NULL	1510	NULL	NULL
9612	1	1972	730	0	NULL	NULL	NULL	1513	NULL	NULL
9612	1	1970	696	0	NULL	NULL	NULL	1510	NULL	NULL
9612	3	1965	629	0	NULL	NULL	NULL	1507	NULL	NULL
9612	1	1961	1068	0	NULL	NULL	NULL	1507	NULL	NULL
9612	3	1965	448	0	NULL	NULL	NULL	NULL	NULL	NULL
9612	1	1972	440	0	NULL	NULL	NULL	NULL	NULL	NULL
9612	2	1975	980	0	NULL	NULL	NULL	1510	NULL	NULL
9612	1	1953	224	0	NULL	NULL	NULL	1510	NULL	NULL
9612	2	1960	821	0	NULL	NULL	NULL	1510	NULL	NULL
9612	1	1972	304	0	NULL	NULL	NULL	NULL	NULL	NULL
9612	1	1964	460	0	NULL	NULL	NULL	1507	NULL	NULL
9612	1	1968	624	0	NULL	NULL	NULL	1507	NULL	NULL
9724	4	2002	1123	0	128	NULL	NULL	1559	NULL	NULL
9612	2.5	1986	480	0	NULL	180	126	NULL	NULL	NULL
9612	1	1972	840	0	NULL	NULL	NULL	1510	NULL	NULL
9836	5	2002	2415	0	360	NULL	NULL	1559	840	NULL
9724	4	2003	1716	0	148	NULL	NULL	1559	NULL	NULL
9724	4	1999	1377	0	88	NULL	NULL	1559	NULL	NULL
9724	4	2003	1836	0	16	NULL	NULL	1559	NULL	NULL
9612	1	1970	852	0	NULL	516	NULL	1510	NULL	NULL
9724	4	2006	1608	0	NULL	1473	NULL	1559	NULL	NULL
9724	4	2009	1600	0	168	176	NULL	1559	NULL	NULL
9724	3.5	1981	1660	1	NULL	876	NULL	NULL	NULL	NULL
9724	4	2003	2130	0	212	NULL	NULL	1559	NULL	NULL
9724	3.5	1976	1440	0	60	NULL	NULL	1559	NULL	NULL
9724	4	2003	2432	0	25	NULL	NULL	1559	NULL	NULL
9724	3.5	1980	1080	0	192	540	NULL	1559	NULL	NULL
9724	4	1998	960	0	300	72	NULL	1559	NULL	NULL
9724	4	1996	1628	0	460	65	NULL	1559	NULL	NULL
9724	4	1996	2128	0	1186	NULL	NULL	1559	NULL	NULL
9724	4	2005	1867	0	381	NULL	NULL	1560	1500	NULL
9724	3.5	1998	1152	0	144	NULL	NULL	1512	NULL	NULL
9836	4.5	2005	1946	0	400	144	NULL	1559	NULL	NULL
9724	4	2003	1352	0	64	160	NULL	1559	NULL	NULL
9612	2	1957	608	0	NULL	NULL	NULL	NULL	NULL	2004
9724	2	1972	2120	0	624	200	NULL	1560	NULL	NULL
9836	5	2004	2592	0	NULL	917	NULL	1559	1332	NULL
9724	4	2004	1815	0	190	NULL	NULL	1559	NULL	NULL
9836	5	2006	2210	0	72	210	NULL	1559	627	NULL
9724	4	2003	1707	0	24	NULL	NULL	1559	NULL	NULL
9724	4	1998	2052	0	30	NULL	NULL	1559	NULL	NULL
9724	4	1995	1836	0	452	NULL	NULL	1559	NULL	NULL
9724	4	2000	1296	0	NULL	424	NULL	1559	NULL	2005
9724	3	1977	1440	0	NULL	200	240	1510	NULL	NULL
9724	3.5	1978	1440	0	144	560	NULL	1559	NULL	NULL
9836	4.5	2004	1833	0	420	635	NULL	1559	NULL	NULL
9612	3	1998	924	0	480	NULL	NULL	1507	NULL	NULL
9724	4	2005	1664	0	52	NULL	NULL	1559	NULL	NULL
9612	2	1975	1343	0	420	192	NULL	1559	NULL	NULL
9724	3.5	1996	1260	0	32	224	NULL	1507	NULL	NULL
9724	4	1996	1248	0	NULL	1027	NULL	1510	NULL	NULL
9724	4	2005	2203	0	198	396	NULL	1559	NULL	2004
9724	2	1974	1578	0	NULL	48	NULL	1510	NULL	NULL
9724	4	2005	2280	0	743	42	442	1559	NULL	NULL
9728	3.5	1980	1680	0	880	NULL	144	1508	NULL	2004
9836	5	2005	2288	1	48	NULL	NULL	NULL	NULL	NULL
9724	4	2005	1742	0	24	NULL	NULL	1559	NULL	NULL
9724	4	2005	2280	0	344	NULL	NULL	1559	NULL	NULL
9728	3.5	1995	1196	1	948	NULL	NULL	NULL	NULL	NULL
9728	3.5	1997	1144	1	84	NULL	NULL	NULL	NULL	NULL
9724	4	2006	1701	0	16	40	144	1559	NULL	NULL
9724	4	1995	1768	0	812	NULL	NULL	1559	NULL	NULL
9724	4	2005	2053	0	32	103	NULL	1559	NULL	NULL
9724	4	2006	1560	0	NULL	440	NULL	1559	NULL	NULL
9724	4	1997	960	0	160	NULL	NULL	1559	NULL	NULL
9724	4	2012	1936	0	336	NULL	NULL	1559	NULL	NULL
9836	4.5	2008	2024	0	NULL	120	NULL	1559	NULL	NULL
9836	4.5	2006	1977	0	59	NULL	NULL	1559	NULL	NULL
9724	4	2005	2280	0	480	NULL	NULL	1559	NULL	NULL
9836	4.5	2002	2287	0	24	480	NULL	1559	NULL	NULL
9724	4	2007	1608	0	32	NULL	NULL	1559	NULL	NULL
9728	4	2006	2052	0	504	NULL	NULL	1559	NULL	NULL
9724	4	2007	1654	0	834	NULL	NULL	1559	NULL	NULL
9724	4	2007	1593	0	368	NULL	NULL	1559	NULL	NULL
9724	4	2007	2280	0	24	760	NULL	1559	NULL	NULL
9724	4	2007	2305	0	244	NULL	NULL	1559	NULL	NULL
9724	4	2007	2916	0	NULL	NULL	NULL	1559	NULL	NULL
9724	4	2007	1188	0	NULL	256	NULL	1559	NULL	NULL
9836	5	2007	2265	0	NULL	324	NULL	1559	576	NULL
9724	4	2004	2580	0	160	NULL	NULL	1559	NULL	NULL
9724	4	2007	1620	0	312	NULL	NULL	1559	NULL	NULL
9724	4	1998	1188	0	766	208	NULL	1559	NULL	NULL
9724	4	2007	2305	0	206	NULL	NULL	1560	NULL	NULL
9728	4.5	2007	2343	0	300	NULL	NULL	1559	NULL	NULL
9724	4	2007	1484	0	144	NULL	NULL	1560	NULL	NULL
9724	3	2011	1680	0	190	NULL	NULL	1510	NULL	NULL
9612	3	1981	952	0	48	NULL	NULL	1513	NULL	NULL
9724	4.5	2007	1280	1	28	NULL	NULL	NULL	1152	NULL
9724	4	2012	2280	0	NULL	213	NULL	1559	NULL	NULL
9836	5	2007	2781	0	504	20	NULL	1559	928	NULL
9724	4	2007	2052	0	25	NULL	NULL	1559	NULL	NULL
9724	4.5	1997	1579	0	NULL	360	NULL	1559	NULL	NULL
9724	4	2006	2158	0	360	84	NULL	1560	NULL	NULL
9724	4	1997	1806	0	24	140	240	1559	NULL	NULL
9724	3.5	1991	1613	0	336	NULL	NULL	1560	NULL	NULL
9724	4	2007	1387	0	430	NULL	NULL	1559	NULL	NULL
9724	4	2008	2004	0	NULL	157	NULL	1559	NULL	NULL
9724	3.5	1987	1644	0	504	36	144	1560	NULL	NULL
9724	4	2006	1512	0	36	80	NULL	1559	NULL	NULL
9724	4	2001	1188	0	184	NULL	NULL	1559	NULL	NULL
9612	3	1980	924	0	NULL	NULL	NULL	NULL	NULL	NULL
9724	4	2008	1404	0	80	214	NULL	1559	NULL	NULL
9724	4	2008	1280	0	376	NULL	NULL	1559	NULL	NULL
9724	3.5	1994	2128	0	312	NULL	NULL	1560	NULL	NULL
9836	4.5	2009	2738	0	25	60	NULL	1559	NULL	NULL
9836	4.5	2008	2903	0	1017	38	NULL	1559	NULL	NULL
9724	4	2001	1350	0	328	NULL	NULL	1559	NULL	2004
9724	4	1987	1925	0	NULL	84	NULL	1559	NULL	NULL
9724	2	1975	1440	0	NULL	320	NULL	1510	NULL	NULL
9724	4	1995	1200	0	472	NULL	NULL	1559	NULL	NULL
9612	1	1969	672	0	560	168	NULL	1508	NULL	NULL
9724	4	1998	1173	0	120	102	NULL	1559	NULL	NULL
9724	4	2008	1576	0	16	NULL	NULL	1559	NULL	NULL
9836	4.5	2009	2569	0	705	76	NULL	1559	NULL	NULL
9724	4	1996	1060	0	32	NULL	182	1559	NULL	NULL
9724	3.5	1984	1704	0	32	NULL	312	1559	NULL	2005
9724	3.5	1994	1040	0	NULL	96	NULL	1560	NULL	NULL
9728	4	2012	1778	0	758	NULL	NULL	1559	NULL	NULL
9612	2	1960	772	0	120	NULL	NULL	1510	NULL	2006
9724	4.5	2009	1702	0	2296	NULL	NULL	1559	NULL	2004
9724	4.5	2009	1680	1	36	NULL	NULL	1559	NULL	NULL
9732	4.5	2009	1585	0	28	NULL	NULL	1559	NULL	NULL
9836	4.5	2009	2975	0	1319	608	NULL	1559	NULL	NULL
9724	4	2010	2244	0	172	NULL	NULL	1559	NULL	NULL
9724	4	1996	1904	0	328	NULL	NULL	1559	NULL	NULL
9724	2	1976	1152	0	194	NULL	NULL	1507	NULL	NULL
9836	4.5	1999	1876	0	369	NULL	NULL	1559	NULL	NULL
9724	2.5	1970	1368	0	NULL	113	NULL	1512	NULL	NULL
9724	4	2011	2010	1	67	588	NULL	NULL	NULL	NULL
9724	4	1999	1232	0	144	296	NULL	1560	484	NULL
9724	4	2000	1387	0	150	235	NULL	1559	576	NULL
9724	4	1998	1848	0	96	174	NULL	1559	NULL	2005
9724	3.5	1994	1848	0	NULL	48	NULL	1560	NULL	NULL
9724	4	2007	2356	0	NULL	NULL	NULL	1559	NULL	NULL
9724	4	1999	3640	0	NULL	128	NULL	1559	720	2004
9724	4	1998	2033	0	NULL	192	593	1559	NULL	NULL
9724	4	2010	1179	0	208	NULL	NULL	1559	NULL	NULL
9724	4	2000	1708	0	160	166	NULL	1559	NULL	NULL
9724	2	1972	1440	0	NULL	240	NULL	1510	NULL	2004
9724	4	2008	2016	0	192	168	NULL	1560	NULL	NULL
9724	4	2013	1790	0	528	NULL	NULL	1559	NULL	NULL
9724	4	1999	1398	0	NULL	32	NULL	1559	NULL	NULL
9728	4	1998	1176	0	NULL	NULL	NULL	1507	NULL	NULL
9614	3	1980	980	0	NULL	NULL	NULL	1510	NULL	NULL
9614	3	1979	952	0	NULL	NULL	NULL	1507	NULL	NULL
9728	4	1996	1624	0	NULL	NULL	NULL	1510	NULL	NULL
9614	3	1978	812	0	NULL	NULL	NULL	1510	NULL	NULL
9608	3	1986	346	0	NULL	NULL	NULL	1507	NULL	NULL
9612	2.5	1978	552	0	NULL	NULL	NULL	1507	NULL	NULL
9614	3	1980	952	0	NULL	NULL	NULL	1507	NULL	NULL
9614	3	1987	812	0	NULL	NULL	NULL	1507	NULL	NULL
9724	3	1979	1440	0	16	NULL	NULL	1508	NULL	NULL
9612	3.5	2010	405	0	802	NULL	NULL	NULL	NULL	NULL
9612	1	1976	840	0	96	NULL	NULL	1510	NULL	NULL
9724	4	2006	1776	1	244	120	NULL	NULL	NULL	NULL
9612	1	1972	800	0	800	264	NULL	1510	NULL	NULL
9614	1	1972	980	0	440	NULL	NULL	NULL	NULL	NULL
9724	3.5	1985	1440	0	NULL	NULL	32	1560	NULL	NULL
9724	4	1998	2111	0	24	173	NULL	1559	NULL	NULL
9724	4	1997	1836	0	168	NULL	NULL	1559	NULL	NULL
9612	1	1973	853	0	NULL	150	NULL	1507	NULL	NULL
9612	1	1965	784	0	128	NULL	NULL	1510	NULL	NULL
9724	4	2013	2139	0	200	NULL	NULL	1559	NULL	NULL
9724	2	1972	1440	0	72	NULL	NULL	1560	NULL	NULL
9724	4	2006	1640	0	854	NULL	NULL	1559	NULL	NULL
9724	4.5	2014	1115	0	NULL	120	NULL	1559	NULL	NULL
9724	4	2014	1760	0	600	NULL	NULL	1559	NULL	NULL
9724	3.5	1994	1188	0	16	NULL	NULL	1507	NULL	NULL
9836	4.5	2013	2809	0	NULL	56	582	1559	NULL	NULL
9612	1	1972	728	0	108	NULL	NULL	1507	NULL	NULL
9724	4	2014	1494	0	405	NULL	NULL	1559	NULL	NULL
9612	1	1967	600	0	NULL	NULL	NULL	1507	NULL	NULL
9612	2.5	1978	728	0	96	NULL	NULL	1507	NULL	NULL
9612	2.5	1978	728	0	32	NULL	NULL	1507	NULL	NULL
9612	1	1966	796	0	32	NULL	64	1507	NULL	NULL
9724	3.5	1993	1248	0	NULL	52	NULL	1560	NULL	NULL
9612	2	1973	938	0	1122	31	NULL	1560	NULL	2006
9724	4	1994	1296	0	232	NULL	NULL	1559	NULL	NULL
9612	2.5	1980	924	0	NULL	160	NULL	1508	NULL	NULL
9724	4	1996	1164	0	NULL	240	NULL	1560	NULL	NULL
9724	4	1985	1868	0	152	NULL	NULL	1559	NULL	NULL
9836	4.5	2009	2785	0	96	24	NULL	1559	NULL	NULL
9728	4	2014	1960	0	NULL	377	NULL	1559	NULL	NULL
9724	4	2015	1980	0	136	NULL	NULL	1559	NULL	NULL
9724	4	2014	1144	0	32	NULL	NULL	1559	NULL	NULL
9612	2.5	1981	784	0	NULL	400	NULL	1507	NULL	NULL
9612	2	1970	1064	0	48	NULL	NULL	1507	NULL	NULL
9724	3.5	1993	1568	0	24	192	NULL	1514	NULL	NULL
9724	4	1991	1627	0	NULL	51	NULL	1559	NULL	NULL
9612	1	1973	980	0	96	64	NULL	1507	NULL	NULL
9724	4	1991	1560	0	80	NULL	NULL	1559	NULL	NULL
9614	2	1975	952	0	NULL	NULL	NULL	1510	NULL	NULL
9612	1	1969	720	0	720	248	NULL	1510	NULL	NULL
9612	1	1970	780	0	40	NULL	NULL	1510	NULL	NULL
9724	4	2016	1494	0	675	NULL	NULL	1559	NULL	NULL
9724	3.5	1983	980	0	48	NULL	NULL	1513	NULL	NULL
9724	3.5	1971	2046	0	24	NULL	NULL	1560	NULL	NULL
9724	2.5	1973	1918	0	48	NULL	NULL	1510	NULL	NULL
9612	1	1974	780	0	48	NULL	NULL	1507	NULL	NULL
9724	4	2007	1080	0	579	44	NULL	1559	NULL	NULL
9612	3.5	1997	1216	0	NULL	NULL	40	1510	NULL	2004
9724	2.5	1972	2001	0	NULL	132	NULL	1560	NULL	NULL
9724	3	1978	1960	0	NULL	340	NULL	1560	NULL	NULL
9612	2	1972	952	0	NULL	NULL	NULL	1510	NULL	2006
9724	4	2014	2124	0	625	NULL	NULL	1559	NULL	NULL
9612	1	1975	720	0	NULL	NULL	NULL	NULL	NULL	NULL
9612	3	1993	980	0	384	NULL	NULL	1512	NULL	NULL
9724	4	2014	2633	0	152	NULL	NULL	1559	NULL	NULL
9724	4	2014	960	0	NULL	213	NULL	1559	NULL	NULL
9612	1	1973	774	0	NULL	96	NULL	1507	NULL	NULL
9724	3.5	1979	2982	0	388	611	102	1559	NULL	NULL
9724	3.5	1979	1600	0	264	75	NULL	1559	NULL	NULL
9724	4.5	2005	2088	0	NULL	396	NULL	1559	576	NULL
9612	3	1978	1440	0	NULL	720	NULL	1560	NULL	NULL
9724	4	2013	1158	0	NULL	NULL	NULL	1559	NULL	NULL
9724	4	1999	1512	0	196	NULL	NULL	1559	NULL	NULL
9724	4	2015	1820	0	80	NULL	NULL	1559	NULL	NULL
9724	4	2015	1920	0	NULL	610	NULL	1560	NULL	NULL
9612	3.5	1998	924	0	1450	NULL	NULL	1507	NULL	2006
9724	4.5	2011	1814	1	480	NULL	160	NULL	NULL	NULL
9724	4	1998	1080	0	72	NULL	NULL	1559	NULL	NULL
9724	4	2006	1344	0	494	NULL	NULL	1559	NULL	NULL
9724	4	2015	1080	0	48	NULL	NULL	1559	NULL	NULL
9614	4	1998	952	0	NULL	NULL	NULL	1510	NULL	NULL
9614	2	1976	952	0	NULL	NULL	NULL	1510	NULL	NULL
9612	1	1960	470	0	NULL	NULL	NULL	1507	NULL	NULL
9614	3	1982	952	0	NULL	NULL	NULL	1510	NULL	NULL
9614	2	1978	952	0	NULL	36	NULL	1507	NULL	NULL
9614	2	1972	980	0	NULL	NULL	NULL	1507	NULL	NULL
9612	1	1971	480	0	20	NULL	NULL	1507	NULL	NULL
9612	2.5	1979	840	0	176	NULL	NULL	1510	NULL	NULL
9724	2	1971	980	0	NULL	35	NULL	1507	NULL	NULL
9614	2	1977	980	0	NULL	NULL	NULL	1510	NULL	NULL
9614	2	1976	784	0	NULL	NULL	NULL	1507	NULL	NULL
9612	2	1971	864	0	NULL	NULL	NULL	1513	NULL	NULL
9614	5.5	2019	924	0	NULL	NULL	NULL	1507	NULL	NULL
9728	3	1986	1736	0	NULL	NULL	NULL	1560	NULL	NULL
9614	3	1985	980	0	NULL	NULL	NULL	1507	NULL	NULL
9612	3	1995	924	0	NULL	470	186	1507	NULL	NULL
9612	3	1984	480	0	NULL	NULL	NULL	1507	NULL	NULL
9616	4	1994	1120	0	NULL	NULL	NULL	1510	NULL	NULL
9724	3	1980	1344	0	NULL	120	NULL	1510	NULL	NULL
9612	2	1972	720	0	NULL	NULL	NULL	1507	NULL	NULL
